Tm,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,TOV,GmSc,FGA,3PA,Games_Played,Efficiency_Rating,Usage_Rate,Impact_Score,Scoring_Focus,Rebounding_Focus,Playmaking_Focus,Cluster_KMeans,Cluster_DBSCAN,Archetype,Elite_Trajectory,Player_Name,Impact_Score_Rank
OKC,34.07,32.44,5.22,5.9,1.94,1.0,0.53,0.37,0.9,2.68,26.74,21.5,5.76,50,43.81999999999999,34.06633401819782,31.863999999999994,0.7447199265381084,0.11983471074380166,0.13544536271809002,3,0,Elite Sharpshooter,1,Shai Gilgeous-Alexander,3.0
BRK,16.27,6.18,1.85,2.1,0.46,0.08,0.33,0.23,0.29,0.74,5.05,4.82,2.18,39,9.93,16.40319606637984,6.513999999999999,0.6100691016781836,0.1826258637709773,0.20730503455083912,2,0,Combo Guard,0,Shake Milton,319.0
SAS,3.2,1.29,0.59,0.35,0.06,0.0,0.25,0.12,0.03,0.12,0.94,1.06,0.41,17,2.17,17.700000000000003,1.3089999999999997,0.57847533632287,0.2645739910313901,0.1569506726457399,5,-1,Role Player,0,Sidy Cissoko,461.0
DET,17.66,6.38,2.89,0.87,0.36,0.19,0.37,0.32,0.43,0.79,4.33,5.36,3.32,47,9.899999999999999,16.715741789354475,6.0009999999999994,0.6291913214990139,0.2850098619329389,0.08579881656804735,1,0,Primary Scorer,0,Simone Fontecchio,337.0
DAL,25.07,10.3,2.42,3.74,0.9,0.2,0.38,0.34,0.56,1.1,8.67,7.92,3.98,50,16.459999999999997,17.270043877143994,11.006999999999998,0.6257594167679222,0.14702308626974483,0.22721749696233293,2,0,Combo Guard,0,Spencer Dinwiddie,181.0
MIL,3.15,0.63,0.74,0.11,0.16,0.11,0.15,0.11,0.05,0.11,0.32,1.05,0.58,19,1.6400000000000001,17.676190476190477,0.716,0.4256756756756756,0.49999999999999994,0.07432432432432431,0,-1,Glass Cleaner,0,Stanley Umude,469.0
GSW,31.97,22.71,4.5,6.14,1.07,0.5,0.43,0.39,0.83,2.93,17.13,17.71,10.9,42,31.990000000000002,30.989052236471693,21.587999999999997,0.68095952023988,0.13493253373313344,0.1841079460269865,3,0,Elite Sharpshooter,1,Stephen Curry,35.0
SAS,25.6,12.62,2.83,3.62,0.79,0.25,0.39,0.26,0.58,2.0,8.39,10.9,3.9,48,18.11,24.1875,11.306000000000001,0.6617724174095437,0.14840062926061878,0.18982695332983746,3,0,Elite Sharpshooter,0,Stephon Castle,177.0
HOU,12.6,3.77,5.17,1.11,0.29,0.49,0.51,0.0,0.22,0.94,4.8,2.57,0.0,35,9.889999999999999,13.37142857142857,6.327,0.37512437810945276,0.5144278606965175,0.11044776119402987,0,0,Glass Cleaner,0,Steven Adams,324.0
UTA,19.3,9.95,2.45,1.85,0.7,0.25,0.37,0.32,0.35,1.55,6.3,8.55,6.2,20,13.649999999999997,25.119170984455963,8.504999999999999,0.6982456140350878,0.17192982456140354,0.1298245614035088,1,0,Primary Scorer,0,Svi Mykhailiuk,253.0
IND,18.62,9.84,2.63,4.51,1.22,0.29,0.51,0.1,0.27,1.57,9.11,8.61,0.61,49,16.919999999999995,26.242749731471534,11.452999999999996,0.579505300353357,0.15488810365135455,0.26560659599528863,2,0,Combo Guard,0,T.J. McConnell,170.0
CHO,10.93,2.48,3.43,0.52,0.33,0.48,0.35,0.02,0.17,0.62,2.56,2.38,0.1,21,6.62,13.174748398902105,3.7779999999999996,0.385692068429238,0.5334370139968896,0.08087091757387248,0,0,Glass Cleaner,0,Taj Gibson,396.0
CHI,11.53,5.85,1.7,1.32,0.38,0.22,0.33,0.25,0.32,0.65,4.4,4.6,2.02,40,8.82,21.85602775368604,5.726,0.6595264937993236,0.19165727170236754,0.1488162344983089,1,0,Primary Scorer,0,Talen Horton-Tucker,343.0
HOU,23.71,11.21,6.26,1.12,1.94,0.94,0.47,0.31,0.5,0.94,10.59,9.06,2.91,34,20.53,20.244622522142556,13.572,0.6030123722431415,0.336740182894029,0.060247444862829486,4,0,Primary Scorer,0,Tari Eason,126.0
MIL,25.61,7.59,3.61,2.0,0.78,0.14,0.44,0.45,0.2,0.94,6.25,6.0,3.88,51,13.18,13.007418976962125,8.329,0.5750000000000001,0.2734848484848485,0.15151515151515152,4,0,Primary Scorer,0,Taurean Prince,258.0
LAC,19.79,6.03,2.89,1.59,0.76,0.3,0.41,0.32,0.21,0.68,5.06,5.27,2.03,37,10.89,14.43153107630116,6.808999999999999,0.5737392959086585,0.2749762131303521,0.15128449096098953,4,0,Primary Scorer,0,Terance Mann,311.0
MIN,4.55,1.5,0.2,0.5,0.2,0.1,0.42,0.1,0.0,0.3,1.21,1.3,0.3,10,2.2000000000000006,16.879120879120883,1.5070000000000001,0.6818181818181818,0.09090909090909091,0.22727272727272727,2,-1,Combo Guard,0,Terrence Shannon,456.0
MIA,28.58,12.43,4.15,2.91,0.57,0.3,0.4,0.28,0.6,1.43,8.72,11.17,5.3,46,18.93,21.161651504548637,11.783,0.637762955361724,0.21292970754232943,0.14930733709594665,4,0,Primary Scorer,0,Terry Rozier,164.0
MIA,14.1,6.29,3.76,0.88,0.47,0.65,0.48,0.32,0.42,0.38,6.43,4.59,2.09,34,11.670000000000002,16.919148936170213,8.001999999999999,0.5754803293687099,0.344007319304666,0.08051235132662396,5,0,Role Player,0,Thomas Bryant,267.0
CHO,19.3,4.96,4.19,1.11,0.59,0.22,0.35,0.3,0.25,0.85,3.71,5.19,3.33,27,10.22,15.021761658031089,5.663,0.48343079922027293,0.4083820662768032,0.10818713450292398,0,0,Glass Cleaner,0,Tidjane Salaün ,345.0
DET,27.19,10.0,2.0,1.55,0.34,0.0,0.42,0.35,0.53,0.66,6.66,7.9,5.34,29,13.23,15.111438028687017,8.631,0.7380073800738007,0.14760147601476015,0.1143911439114391,1,0,Primary Scorer,0,Tim Hardaway,249.0
DET,30.81,12.16,2.68,1.63,0.58,0.16,0.38,0.38,0.52,0.74,8.29,9.47,6.21,19,16.47,15.906523855890946,10.744,0.7383120825743777,0.16272009714632668,0.0989678202792957,1,0,Primary Scorer,0,Tim Hardaway Jr.,186.0
DET,32.0,13.16,6.02,2.36,0.86,0.84,0.44,0.27,0.63,1.12,10.66,11.16,3.8,50,22.119999999999997,18.42,14.097999999999999,0.6109563602599815,0.27948003714020425,0.10956360259981429,4,0,Primary Scorer,0,Tobias Harris,120.0
BRK,24.62,10.0,4.11,1.67,0.67,0.39,0.45,0.3,0.56,1.67,6.96,7.94,2.5,18,15.17,18.735987002437042,9.423,0.6337135614702155,0.26045627376425856,0.10583016476552598,4,0,Primary Scorer,0,Tosan Evbuomwan,222.0
POR,32.22,10.18,5.92,2.02,1.4,0.6,0.44,0.33,0.38,1.5,8.85,8.48,4.14,50,18.62,14.867783985102422,11.780999999999999,0.5618101545253863,0.32671081677704195,0.11147902869757174,4,0,Primary Scorer,0,Toumani Camara,165.0
ATL,36.07,23.25,3.19,11.38,1.27,0.21,0.4,0.33,0.8,4.67,18.45,17.6,8.6,48,34.63,29.635708344884947,23.304000000000002,0.6147540983606558,0.08434690639873083,0.3008989952406135,3,-1,Elite Sharpshooter,1,Trae Young,25.0
GSW,19.18,7.83,6.06,2.06,0.47,0.72,0.57,0.0,0.43,0.83,8.51,5.91,0.02,47,16.310000000000002,16.86757038581856,10.850000000000001,0.4909090909090909,0.37993730407523507,0.12915360501567397,5,0,Role Player,0,Trayce Jackson-Davis,185.0
SAS,16.08,4.39,2.07,3.71,0.64,0.18,0.5,0.19,0.32,0.75,5.58,3.32,0.93,28,10.239999999999998,12.149253731343286,6.978,0.4316617502458211,0.20353982300884957,0.3647984267453295,2,-1,Combo Guard,0,Tre Jones,307.0
CHO,24.54,14.08,2.92,3.0,0.54,0.31,0.42,0.35,0.62,1.92,8.94,12.38,4.62,13,18.93,27.97066014669927,11.936999999999998,0.704,0.146,0.15,3,0,Elite Sharpshooter,0,Tre Mann,160.0
BRK,16.64,8.18,3.06,1.35,0.47,0.29,0.42,0.22,0.52,1.29,5.08,6.65,1.88,17,12.059999999999999,22.903846153846153,7.1739999999999995,0.6497220015885623,0.24305003971405878,0.10722795869737888,1,0,Primary Scorer,0,Trendon Watford,299.0
ORL,15.23,4.74,1.74,1.39,1.04,0.35,0.28,0.24,0.18,0.87,3.64,4.87,2.57,23,8.39,18.090610636900852,5.0649999999999995,0.602287166454892,0.22109275730622618,0.17662007623888182,2,0,Combo Guard,0,Trevelin Queen,360.0
DEN,4.33,0.88,0.25,0.38,0.06,0.06,0.16,0.06,0.06,0.06,0.4,1.19,0.56,16,1.5699999999999998,13.856812933025404,0.7509999999999999,0.5827814569536425,0.16556291390728478,0.2516556291390729,2,0,Combo Guard,0,Trey Alexander,468.0
NOP,9.88,2.14,2.9,0.52,0.38,0.48,0.39,0.0,0.18,0.62,1.99,1.86,0.0,21,5.8,12.048582995951415,3.133,0.38489208633093525,0.5215827338129496,0.09352517985611511,0,0,Glass Cleaner,0,Trey Jemison,419.0
SAC,19.6,6.46,4.63,0.95,0.63,0.46,0.4,0.29,0.32,0.56,5.77,5.51,3.73,41,12.57,14.86530612244898,7.81,0.5365448504983389,0.3845514950166113,0.07890365448504984,5,0,Role Player,0,Trey Lyles,277.0
NOP,33.91,20.21,4.53,2.42,1.05,0.68,0.45,0.37,0.86,1.74,14.3,15.37,8.32,19,27.150000000000006,24.219404305514598,18.155,0.7441089837997054,0.16678939617083946,0.08910162002945507,3,0,Elite Sharpshooter,1,Trey Murphy,70.0
NOP,37.05,25.62,5.62,4.19,1.38,0.88,0.5,0.4,0.85,1.44,21.54,17.0,8.88,16,36.25000000000001,23.889878542510125,25.953,0.7231160033869602,0.15862263618402483,0.11826136042901497,3,0,Elite Sharpshooter,1,Trey Murphy III,11.0
ORL,25.55,8.53,3.96,1.71,0.49,0.24,0.39,0.31,0.39,0.92,6.5,7.55,3.76,49,14.01,15.91232876712329,8.753,0.6007042253521127,0.27887323943661974,0.12042253521126761,4,0,Primary Scorer,0,Tristan Da Silva,244.0
CLE,8.04,1.65,2.96,0.69,0.04,0.27,0.31,0.0,0.09,0.38,1.62,1.69,0.12,26,5.2299999999999995,12.35820895522388,2.7029999999999994,0.3113207547169812,0.558490566037736,0.13018867924528305,0,0,Glass Cleaner,0,Tristan Thompson,427.0
WAS,6.99,3.91,1.64,0.82,0.09,0.09,0.35,0.12,0.27,0.45,2.65,3.36,1.73,11,6.1,26.163090128755364,3.6849999999999996,0.6138147566718996,0.2574568288854003,0.12872841444270014,1,-1,Primary Scorer,0,Tristan Vukcevic,399.0
CLE,19.02,11.29,2.47,3.39,1.16,0.02,0.51,0.35,0.55,1.22,10.0,8.06,3.37,49,17.11,23.419558359621455,12.133,0.6583090379008747,0.14402332361516038,0.19766763848396504,2,0,Combo Guard,0,Ty Jerome,158.0
MIA,35.59,23.73,5.57,5.55,0.73,0.12,0.47,0.39,0.77,2.65,17.71,17.71,9.73,49,33.05,27.459398707502103,22.311999999999998,0.6809182209469153,0.15982783357245336,0.15925394548063126,3,0,Elite Sharpshooter,1,Tyler Herro,29.0
NYK,5.21,1.89,0.54,0.79,0.25,0.04,0.29,0.23,0.07,0.32,1.5,1.68,1.0,28,3.19,18.426103646833013,2.0069999999999997,0.5869565217391305,0.16770186335403728,0.24534161490683232,2,-1,Combo Guard,0,Tyler Kolek,447.0
MIL,4.78,2.75,1.19,0.25,0.12,0.19,0.46,0.21,0.06,0.38,1.92,2.12,1.25,16,4.12,25.10460251046025,2.58,0.6563245823389022,0.2840095465393795,0.05966587112171839,1,0,Primary Scorer,0,Tyler Smith,430.0
IND,34.04,17.78,3.59,8.53,1.33,0.67,0.42,0.33,0.64,1.78,17.27,13.65,7.84,49,30.119999999999997,21.75793184488837,21.125,0.5946488294314382,0.12006688963210703,0.28528428093645486,2,-1,Combo Guard,1,Tyrese Haliburton,41.0
BRK,21.2,8.0,3.94,1.74,0.38,0.15,0.36,0.29,0.23,1.29,5.47,7.32,4.5,34,12.920000000000002,19.494339622641508,7.705,0.5847953216374269,0.2880116959064328,0.12719298245614036,4,0,Primary Scorer,0,Tyrese Martin,278.0
PHI,38.03,27.84,3.43,6.2,1.93,0.39,0.44,0.34,0.88,2.48,20.47,21.75,9.66,44,37.31,30.582171969497765,25.522,0.7429943955164131,0.0915398985855351,0.1654657058980518,3,0,Elite Sharpshooter,1,Tyrese Maxey,12.0
PHO,29.51,11.04,2.42,5.82,0.88,0.12,0.44,0.39,0.3,1.32,10.69,8.86,5.0,50,18.96,16.55845476109793,13.171,0.5726141078838174,0.12551867219917012,0.30186721991701243,2,0,Combo Guard,0,Tyus Jones,135.0
CHO,21.23,7.47,2.42,3.53,0.42,0.0,0.33,0.31,0.36,2.06,4.43,7.58,3.47,36,11.78,21.795572303344326,6.635,0.5566318926974665,0.18032786885245902,0.2630402384500745,2,0,Combo Guard,0,Vasilije Micić,313.0
SAS,33.07,24.42,10.91,3.63,1.07,3.88,0.47,0.34,0.74,3.3,20.67,18.81,8.91,43,40.61000000000001,32.09192621711521,26.652,0.6267967145790555,0.28003080082135523,0.09317248459958932,3,0,Elite Sharpshooter,1,Victor Wembanyama,7.0
ATL,20.57,6.7,2.65,2.54,0.7,0.46,0.39,0.29,0.27,0.95,5.78,5.46,3.65,37,12.100000000000001,14.95770539620807,7.676,0.5634987384356602,0.2228763666947014,0.21362489486963834,2,0,Combo Guard,0,Vit Krejci,279.0
UTA,30.22,11.18,11.9,1.55,0.57,2.38,0.73,0.02,0.4,1.5,14.14,6.82,0.18,40,26.08,13.215089344804767,17.721999999999998,0.4539179861956963,0.48315062931384495,0.06293138449045879,0,0,Glass Cleaner,1,Walker Kessler,77.0
ORL,24.69,7.33,7.14,2.19,0.67,0.62,0.46,0.23,0.49,0.76,7.86,5.52,1.9,21,17.19,12.208991494532196,10.658999999999999,0.4399759903961585,0.42857142857142855,0.13145258103241297,0,0,Glass Cleaner,0,Wendell Carter,189.0
ORL,26.7,10.58,7.32,2.47,1.05,0.37,0.44,0.21,0.62,1.21,9.53,8.42,2.68,19,20.58,17.312359550561798,12.844999999999999,0.5193912616593029,0.35935198821796766,0.12125675012272953,4,0,Primary Scorer,0,Wendell Carter Jr.,142.0
DET,14.05,4.46,3.23,1.38,0.62,0.23,0.44,0.19,0.46,0.62,4.91,3.15,0.85,13,9.3,12.879715302491103,6.227,0.49173098125689085,0.35611907386990077,0.15214994487320838,5,0,Role Player,0,Wendell Moore,328.0
BOS,7.93,1.15,1.7,0.3,0.25,0.15,0.15,0.08,0.02,0.3,0.76,1.75,0.95,20,3.2499999999999996,12.408575031525851,1.5069999999999997,0.3650793650793651,0.5396825396825398,0.09523809523809525,0,0,Glass Cleaner,0,Xavier Tillman,457.0
MEM,3.27,1.26,0.37,0.74,0.05,0.0,0.16,0.09,0.11,0.21,0.9,1.16,0.84,19,2.21,20.110091743119263,1.293,0.5316455696202531,0.1561181434599156,0.3122362869198312,2,-1,Combo Guard,0,Yuki Kawamura,462.0
NOP,27.22,8.75,8.02,1.42,0.56,1.44,0.54,0.0,0.47,1.19,9.71,6.27,0.02,48,18.999999999999996,13.155033063923584,12.497,0.4810335349092909,0.44090159428257286,0.07806487080813634,0,0,Glass Cleaner,0,Yves Missi,151.0
ATL,23.78,11.2,3.47,1.18,0.78,0.47,0.41,0.26,0.47,1.11,7.23,9.96,4.22,45,15.989999999999998,22.344827586206897,9.858,0.7066246056782334,0.21892744479495269,0.07444794952681388,1,0,Primary Scorer,0,Zaccharie Risacher,209.0
SAS,11.77,4.64,2.81,1.44,0.39,0.42,0.45,0.27,0.23,0.64,4.24,3.67,1.28,36,9.059999999999999,17.576890399320305,5.686,0.5219347581552306,0.31608548931383584,0.16197975253093366,5,0,Role Player,0,Zach Collins,344.0
MEM,20.87,9.86,7.78,1.0,0.65,1.19,0.61,0.22,0.5,1.51,9.66,6.89,1.05,37,18.97,19.319597508385243,12.453,0.528969957081545,0.41738197424892703,0.0536480686695279,5,0,Role Player,0,Zach Edey,152.0
CHI,34.08,23.68,4.7,4.39,0.91,0.25,0.49,0.42,0.72,2.77,17.22,16.86,7.23,44,31.159999999999993,27.647887323943664,21.401999999999994,0.7226121452548063,0.14342386328959417,0.13396399145559965,3,0,Elite Sharpshooter,1,Zach LaVine,38.0
DEN,6.56,1.87,1.03,0.13,0.1,0.35,0.36,0.02,0.05,0.19,1.24,1.84,0.65,31,3.2900000000000005,14.85365853658537,1.855,0.6171617161716172,0.33993399339933994,0.0429042904290429,5,0,Role Player,0,Zeke Nnaji,450.0
BRK,23.6,9.39,4.79,1.42,1.0,0.42,0.37,0.28,0.57,1.05,7.14,7.89,3.97,38,15.970000000000002,18.183050847457626,9.789,0.601923076923077,0.30705128205128207,0.09102564102564102,4,0,Primary Scorer,0,Ziaire Williams,212.0
NOP,28.37,23.27,7.87,4.93,1.2,1.13,0.51,0.07,0.62,3.13,18.4,17.13,0.73,15,35.27,34.27846316531547,23.461,0.6451344607707236,0.2181868588855004,0.13667868034377598,3,0,Elite Sharpshooter,1,Zion Williamson,24.0
